ZIPCODE,Vehicle Count,The State Federal Information Processing System (FIPS) code,The State associated with the ZIP code,Number of returns [3],Number of single returns,Number of joint returns,Number of head of household returns,Number of electronically filed returns,Number of computer prepared paper returns,Number of returns with paid preparer's signature,Number of returns with direct deposit,Number of returns with virtual currency indicator,Number of individuals [4],Total number of volunteer prepared returns [5],Number of volunteer income tax assistance (VITA) prepared returns [5],Number of tax counseling for the elderly (TCE) prepared returns [5],Number of refund anticipation check returns [6],Number of elderly returns [7],Salaries and wages amount,Taxable interest amount,Ordinary dividends amount,Qualified dividends amount [9],State and local income tax refunds amount,Business or professional net income (less loss) amount,Net capital gain (less loss) amount,Taxable individual retirement arrangements distributions amount,Taxable pensions and annuities amount,Number of farm returns,Unemployment compensation amount [10],Taxable Social Security benefits amount,Partnership/S-corp net income (less loss) amount,Educator expenses amount,Self-employed (Keogh) retirement plans amount,Self-employed health insurance deduction amount,Individual retirement arrangement payments amount,Student loan interest deduction amount,Charitable contributions if took standard deduction,Basic standard deduction amount,Additional standard deduction amount,Total medical and dental expense deduction amount,State and local income taxes amount,State and local general sales tax amount,Real estate taxes amount,Personal property taxes amount,Limited state and local taxes,Home mortgage interest paid amount,Home mortgage from personal seller amount,Deductible points amount,Qualified mortgage insurance premiums amount,Investment interest paid amount,Total charitable contributions amount,Other non-limited miscellaneous deductions amount,Qualified business income deduction,Excess advance premium tax credit repayment amount,Foreign tax credit amount,Child and dependent care credit amount,Nonrefundable education credit amount,Retirement savings contribution credit amount,Nonrefundable child and other dependent credit amount,Residential energy tax credit amount,Self-employment tax amount,Advance premium tax credit amount,Earned income credit amount [12]  ,Excess earned income credit (refundable) amount [13]  ,Refundable child tax credit or additional child tax credit amount,Refundable education credit amount,Net premium tax credit amount,"Qualified sick and family leave credit for leave taken before April 1, 2021 amount",Refundable child and dependent care credit,"Qualified sick and family leave credit for leave taken after March 31, 2021",Recovery rebate credit amount [15],"Economic impact payment third round amount [16, 17]",Additional Medicare tax amount,Net investment income tax amount,Credited to next year’s estimated tax amount
98335,360,53,WA,14310.0,6170.0,7110.0,760.0,13230.0,540.0,6890.0,7380.0,870.0,27440.0,40.0,0.0,40.0,1060.0,5700.0,1199735.0,21640.0,69953.0,49550.0,77.0,84046.0,335346.0,97960.0,167025.0,29.0,18920.0,87946.0,242128.0,71.0,5505.0,7283.0,1722.0,274.0,1920.0,213502.0,7908.0,12438.0,3737.0,7197.0,22357.0,410.0,22693.0,34988.0,718.0,468.0,198.0,3452.0,38836.0,4253.0,46431.0,406.0,2439.0,51.0,605.0,67.0,765.0,230.0,11650.0,2167.0,1381.0,932.0,7008.0,336.0,448.0,0.0,626.0,27.0,1523.0,24319.0,2621.0,9837.0,20404.0
98336,1,53,WA,390.0,170.0,190.0,40.0,380.0,0.0,150.0,260.0,0.0,780.0,0.0,0.0,0.0,60.0,130.0,16824.0,28.0,33.0,24.0,0.0,228.0,1189.0,382.0,2846.0,0.0,643.0,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7267.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,130.0,106.0,313.0,0.0,0.0,0.0,0.0,0.0,41.0,1044.0,0.0,0.0,0.0
98337,40,53,WA,3390.0,2250.0,790.0,270.0,3190.0,80.0,1030.0,2460.0,270.0,5120.0,0.0,0.0,0.0,600.0,650.0,158357.0,656.0,1616.0,1037.0,0.0,4013.0,10668.0,3440.0,15668.0,0.0,5737.0,4909.0,4510.0,8.0,0.0,175.0,141.0,104.0,247.0,51361.0,835.0,333.0,0.0,288.0,589.0,14.0,847.0,1213.0,0.0,0.0,0.0,0.0,761.0,0.0,1512.0,26.0,11.0,0.0,130.0,39.0,86.0,0.0,644.0,286.0,804.0,616.0,1487.0,49.0,31.0,0.0,133.0,0.0,381.0,6275.0,28.0,188.0,133.0
98338,139,53,WA,13550.0,6020.0,5820.0,1450.0,12720.0,400.0,5050.0,9460.0,660.0,27090.0,110.0,60.0,50.0,2220.0,3380.0,809632.0,2670.0,6387.0,4319.0,0.0,24735.0,51318.0,24978.0,91364.0,83.0,25559.0,37297.0,50459.0,59.0,437.0,1578.0,666.0,273.0,1348.0,220604.0,4401.0,5100.0,575.0,3613.0,9547.0,436.0,11673.0,16970.0,392.0,313.0,1029.0,0.0,8466.0,4631.0,12444.0,163.0,44.0,0.0,591.0,113.0,832.0,200.0,4124.0,1295.0,3296.0,2388.0,11613.0,350.0,172.0,0.0,823.0,0.0,1840.0,32182.0,261.0,991.0,2052.0
98339,23,53,WA,1940.0,1000.0,750.0,190.0,1800.0,70.0,760.0,1200.0,80.0,3380.0,70.0,0.0,70.0,260.0,770.0,67963.0,865.0,4303.0,3004.0,0.0,6375.0,24181.0,6742.0,14524.0,0.0,3512.0,8009.0,5597.0,0.0,0.0,379.0,263.0,17.0,193.0,32677.0,1125.0,534.0,0.0,189.0,497.0,0.0,629.0,774.0,0.0,0.0,0.0,0.0,619.0,0.0,1620.0,58.0,58.0,0.0,37.0,24.0,60.0,0.0,1044.0,506.0,711.0,497.0,1080.0,0.0,88.0,0.0,0.0,0.0,224.0,4265.0,0.0,709.0,349.0
98340,29,53,WA,1460.0,630.0,760.0,50.0,1350.0,50.0,690.0,730.0,70.0,2560.0,40.0,0.0,40.0,100.0,840.0,77914.0,1332.0,6734.0,4660.0,0.0,5121.0,40598.0,13469.0,22728.0,0.0,2067.0,12162.0,10023.0,5.0,0.0,408.0,202.0,22.0,223.0,23692.0,1241.0,1482.0,564.0,578.0,1523.0,44.0,1721.0,2371.0,0.0,0.0,0.0,0.0,1620.0,0.0,2543.0,0.0,59.0,0.0,34.0,9.0,41.0,30.0,731.0,239.0,110.0,61.0,458.0,0.0,24.0,0.0,0.0,0.0,155.0,2750.0,102.0,799.0,1236.0
98342,31,53,WA,830.0,380.0,390.0,50.0,770.0,30.0,370.0,420.0,40.0,1540.0,0.0,0.0,0.0,70.0,380.0,41874.0,372.0,3275.0,2223.0,0.0,6958.0,17035.0,4777.0,8122.0,0.0,1631.0,5049.0,125.0,0.0,0.0,381.0,212.0,9.0,126.0,13363.0,518.0,332.0,0.0,260.0,862.0,5.0,896.0,1022.0,0.0,0.0,0.0,0.0,750.0,0.0,1316.0,0.0,51.0,0.0,18.0,5.0,52.0,0.0,923.0,205.0,132.0,93.0,417.0,0.0,0.0,0.0,0.0,0.0,86.0,1642.0,92.0,401.0,536.0
98346,127,53,WA,5210.0,2430.0,2290.0,400.0,4800.0,170.0,2020.0,3060.0,290.0,9510.0,110.0,0.0,110.0,600.0,1880.0,302506.0,2786.0,12306.0,8806.0,0.0,20468.0,68681.0,25547.0,49707.0,35.0,8959.0,24020.0,24107.0,20.0,965.0,1451.0,583.0,99.0,607.0,84242.0,2601.0,3209.0,245.0,1586.0,3451.0,88.0,4395.0,6380.0,0.0,74.0,111.0,128.0,4411.0,1139.0,6736.0,90.0,252.0,0.0,205.0,44.0,262.0,186.0,3126.0,773.0,990.0,660.0,2965.0,111.0,146.0,0.0,230.0,0.0,624.0,10524.0,287.0,1668.0,1139.0
98349,51,53,WA,2320.0,1030.0,1050.0,210.0,2160.0,70.0,930.0,1510.0,90.0,4480.0,0.0,0.0,0.0,340.0,830.0,116419.0,721.0,2988.0,2101.0,0.0,5415.0,21250.0,8208.0,20445.0,23.0,4458.0,9213.0,9289.0,6.0,0.0,328.0,70.0,37.0,245.0,38731.0,1167.0,583.0,0.0,545.0,1265.0,33.0,1599.0,2558.0,0.0,10.0,59.0,0.0,1716.0,0.0,2023.0,40.0,30.0,0.0,77.0,17.0,96.0,45.0,1061.0,378.0,585.0,419.0,1718.0,41.0,38.0,0.0,53.0,0.0,260.0,5534.0,43.0,589.0,316.0
98351,9,53,WA,480.0,210.0,250.0,30.0,470.0,0.0,190.0,310.0,20.0,920.0,0.0,0.0,0.0,60.0,220.0,21393.0,106.0,825.0,569.0,0.0,903.0,6846.0,3062.0,5038.0,0.0,811.0,2661.0,556.0,0.0,0.0,0.0,0.0,0.0,55.0,8366.0,296.0,0.0,0.0,111.0,329.0,0.0,373.0,431.0,0.0,0.0,0.0,0.0,97.0,0.0,434.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,190.0,0.0,103.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,54.0,1111.0,0.0,128.0,0.0
98354,33,53,WA,4460.0,2360.0,1600.0,450.0,4180.0,120.0,1800.0,2900.0,220.0,7910.0,40.0,0.0,40.0,560.0,1340.0,252400.0,1384.0,3652.0,2528.0,0.0,10201.0,20872.0,10543.0,27222.0,0.0,8251.0,13591.0,14985.0,18.0,0.0,567.0,259.0,58.0,425.0,69198.0,1724.0,1776.0,0.0,1124.0,3036.0,106.0,3489.0,4912.0,0.0,50.0,127.0,0.0,2954.0,2076.0,4923.0,50.0,23.0,0.0,161.0,30.0,245.0,9.0,1582.0,461.0,854.0,612.0,2623.0,103.0,75.0,0.0,223.0,0.0,489.0,9233.0,131.0,480.0,650.0
98355,4,53,WA,230.0,100.0,110.0,0.0,210.0,0.0,100.0,140.0,0.0,430.0,0.0,0.0,0.0,30.0,90.0,9152.0,9.0,32.0,16.0,0.0,133.0,146.0,348.0,2088.0,0.0,451.0,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4147.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,29.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0
98356,6,53,WA,1050.0,460.0,460.0,140.0,980.0,30.0,420.0,700.0,30.0,2080.0,0.0,0.0,0.0,210.0,370.0,42714.0,281.0,550.0,351.0,0.0,1536.0,5721.0,1867.0,6758.0,0.0,2133.0,3745.0,699.0,0.0,0.0,0.0,0.0,0.0,103.0,18784.0,570.0,0.0,0.0,56.0,89.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,345.0,0.0,1.0,0.0,20.0,12.0,68.0,0.0,207.0,118.0,419.0,333.0,831.0,0.0,0.0,0.0,0.0,0.0,144.0,2653.0,0.0,102.0,0.0
98358,31,53,WA,510.0,240.0,250.0,0.0,460.0,20.0,240.0,210.0,30.0,840.0,0.0,0.0,0.0,20.0,300.0,19715.0,331.0,2999.0,2197.0,0.0,1551.0,11455.0,5545.0,6758.0,0.0,694.0,4553.0,2600.0,0.0,0.0,176.0,0.0,0.0,75.0,8263.0,458.0,0.0,0.0,118.0,409.0,0.0,467.0,468.0,0.0,0.0,0.0,0.0,524.0,0.0,728.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,50.0,31.0,115.0,0.0,0.0,0.0,0.0,0.0,25.0,962.0,0.0,308.0,244.0
98359,28,53,WA,2630.0,1160.0,1240.0,210.0,2450.0,80.0,1050.0,1650.0,160.0,4970.0,0.0,0.0,0.0,320.0,980.0,151386.0,1108.0,3008.0,2017.0,0.0,8540.0,22072.0,9382.0,29621.0,0.0,4566.0,10822.0,14738.0,8.0,0.0,716.0,170.0,36.0,305.0,42898.0,1361.0,1189.0,0.0,922.0,1850.0,79.0,2452.0,3866.0,0.0,60.0,0.0,0.0,2529.0,804.0,3703.0,34.0,23.0,0.0,94.0,19.0,112.0,17.0,1223.0,427.0,520.0,365.0,1517.0,60.0,38.0,0.0,67.0,0.0,268.0,5622.0,106.0,349.0,596.0
98360,64,53,WA,7110.0,3110.0,3150.0,740.0,6760.0,170.0,2600.0,5000.0,380.0,14540.0,30.0,0.0,30.0,1180.0,1640.0,452397.0,1105.0,3314.0,2192.0,0.0,15587.0,30199.0,13669.0,44797.0,39.0,15747.0,19484.0,15134.0,33.0,0.0,654.0,292.0,197.0,705.0,116732.0,2139.0,2227.0,212.0,1986.0,4297.0,278.0,5940.0,9429.0,134.0,57.0,521.0,0.0,3585.0,2254.0,5372.0,113.0,17.0,0.0,321.0,49.0,474.0,242.0,2323.0,709.0,1302.0,881.0,6442.0,190.0,121.0,0.0,528.0,0.0,944.0,17406.0,99.0,328.0,771.0
98361,7,53,WA,520.0,260.0,220.0,30.0,490.0,0.0,220.0,310.0,0.0,850.0,0.0,0.0,0.0,40.0,250.0,16991.0,117.0,709.0,489.0,0.0,1204.0,5592.0,2323.0,5602.0,0.0,1218.0,2781.0,588.0,0.0,0.0,0.0,0.0,0.0,53.0,8863.0,374.0,0.0,0.0,0.0,97.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,201.0,159.0,131.0,94.0,137.0,0.0,0.0,0.0,0.0,0.0,42.0,1068.0,0.0,0.0,0.0
98362,135,53,WA,11820.0,5940.0,4710.0,1020.0,11010.0,320.0,4810.0,7270.0,510.0,20570.0,330.0,0.0,330.0,1470.0,4730.0,479604.0,5759.0,26656.0,17464.0,32.0,30650.0,100298.0,49181.0,99375.0,60.0,19322.0,54855.0,40692.0,35.0,775.0,2048.0,1468.0,232.0,1251.0,198778.0,7047.0,5676.0,1475.0,1303.0,3561.0,81.0,4653.0,5433.0,0.0,30.0,132.0,224.0,9438.0,1776.0,12726.0,357.0,257.0,0.0,394.0,101.0,404.0,230.0,4653.0,3347.0,2984.0,2116.0,6234.0,202.0,516.0,21.0,509.0,0.0,1142.0,25725.0,227.0,2362.0,2523.0
98363,69,53,WA,6020.0,2890.0,2390.0,630.0,5620.0,140.0,2320.0,3860.0,280.0,11000.0,180.0,0.0,180.0,880.0,2140.0,241525.0,2657.0,8378.0,5517.0,0.0,12574.0,38506.0,19089.0,45164.0,40.0,9969.0,23980.0,14488.0,19.0,182.0,1071.0,580.0,114.0,585.0,103195.0,3246.0,2190.0,215.0,519.0,1488.0,33.0,1934.0,2541.0,0.0,20.0,51.0,0.0,2798.0,415.0,4671.0,149.0,62.0,0.0,197.0,48.0,237.0,48.0,2103.0,1524.0,1893.0,1375.0,4069.0,90.0,219.0,0.0,294.0,0.0,672.0,13989.0,50.0,427.0,766.0
98365,62,53,WA,2800.0,1130.0,1540.0,90.0,2550.0,110.0,1340.0,1340.0,90.0,4740.0,50.0,0.0,50.0,170.0,1850.0,113197.0,2717.0,14419.0,10023.0,0.0,10314.0,61441.0,33024.0,57882.0,0.0,3904.0,30674.0,17378.0,7.0,636.0,894.0,444.0,15.0,450.0,47170.0,2970.0,3096.0,585.0,961.0,2353.0,74.0,2911.0,3882.0,0.0,39.0,0.0,0.0,3443.0,406.0,3875.0,61.0,452.0,0.0,43.0,11.0,36.0,84.0,1598.0,471.0,256.0,155.0,566.0,15.0,137.0,0.0,0.0,0.0,243.0,5234.0,120.0,1523.0,1252.0
98366,201,53,WA,17030.0,8460.0,6460.0,1740.0,16040.0,440.0,5810.0,12060.0,1080.0,31210.0,140.0,0.0,140.0,2870.0,4650.0,868600.0,4921.0,12287.0,8399.0,23.0,26108.0,71782.0,32745.0,137491.0,31.0,24611.0,46368.0,40201.0,58.0,418.0,1954.0,1018.0,397.0,1611.0,279453.0,6472.0,6506.0,776.0,2933.0,5782.0,208.0,8132.0,12762.0,316.0,226.0,719.0,86.0,8619.0,4404.0,10589.0,231.0,180.0,0.0,650.0,187.0,779.0,308.0,4207.0,1744.0,4330.0,3181.0,12123.0,360.0,330.0,92.0,963.0,78.0,2210.0,38664.0,219.0,1409.0,2139.0
98367,221,53,WA,14030.0,6040.0,6700.0,1040.0,13190.0,400.0,4890.0,9370.0,860.0,27380.0,80.0,0.0,80.0,1940.0,4230.0,853199.0,4589.0,12496.0,8108.0,40.0,24149.0,70624.0,39473.0,152233.0,44.0,19605.0,51116.0,36852.0,56.0,894.0,2174.0,1085.0,342.0,1647.0,238204.0,6110.0,5364.0,864.0,3561.0,7024.0,265.0,9541.0,14834.0,219.0,257.0,498.0,128.0,8916.0,3505.0,10344.0,256.0,137.0,46.0,610.0,119.0,747.0,348.0,4261.0,1525.0,2305.0,1630.0,9738.0,326.0,271.0,0.0,848.0,12.0,1646.0,31992.0,325.0,1366.0,1901.0
98368,354,53,WA,8900.0,4640.0,3660.0,480.0,8070.0,300.0,4020.0,4520.0,340.0,14380.0,290.0,0.0,290.0,650.0,4960.0,294100.0,7535.0,44450.0,31289.0,0.0,39997.0,173910.0,65926.0,106671.0,38.0,14708.0,61095.0,47169.0,23.0,1880.0,4044.0,1885.0,138.0,1296.0,145023.0,7640.0,7154.0,1106.0,1581.0,4849.0,78.0,5652.0,6097.0,0.0,77.0,27.0,273.0,13754.0,256.0,14508.0,520.0,862.0,0.0,200.0,60.0,216.0,331.0,5725.0,3079.0,1632.0,1063.0,2559.0,107.0,669.0,0.0,185.0,0.0,672.0,16972.0,268.0,4177.0,6076.0
98370,308,53,WA,15920.0,7310.0,7330.0,1000.0,14770.0,520.0,6260.0,9420.0,890.0,29660.0,230.0,0.0,230.0,1520.0,5620.0,962101.0,7686.0,35273.0,24985.0,55.0,51285.0,198807.0,67623.0,181118.0,77.0,19660.0,69431.0,90303.0,80.0,2630.0,4784.0,1763.0,390.0,2053.0,259017.0,7959.0,9510.0,2228.0,4518.0,10507.0,279.0,13428.0,19634.0,245.0,294.0,370.0,344.0,20007.0,4955.0,22115.0,467.0,548.0,0.0,747.0,110.0,854.0,202.0,8065.0,2438.0,2312.0,1524.0,8933.0,407.0,593.0,61.0,806.0,0.0,1657.0,32249.0,656.0,4947.0,5530.0
98371,150,53,WA,12460.0,6120.0,5050.0,1120.0,11680.0,370.0,5010.0,7990.0,710.0,23220.0,150.0,30.0,120.0,1570.0,3470.0,806133.0,5558.0,18917.0,13733.0,0.0,36071.0,94530.0,30815.0,84707.0,31.0,22028.0,41426.0,71711.0,70.0,900.0,2068.0,946.0,277.0,1400.0,194582.0,4633.0,6101.0,499.0,3980.0,8704.0,539.0,11359.0,15954.0,204.0,269.0,435.0,267.0,15258.0,6279.0,17528.0,282.0,225.0,36.0,592.0,77.0,694.0,160.0,5407.0,1603.0,2046.0,1439.0,8168.0,322.0,213.0,0.0,729.0,0.0,1505.0,25525.0,543.0,2694.0,4629.0
98372,133,53,WA,12490.0,6400.0,4590.0,1270.0,11800.0,340.0,4610.0,8320.0,740.0,22760.0,140.0,20.0,120.0,1900.0,3040.0,784263.0,4120.0,13082.0,9619.0,0.0,29742.0,97238.0,27109.0,71106.0,22.0,23246.0,33993.0,77771.0,62.0,1017.0,2097.0,898.0,249.0,1287.0,194226.0,3971.0,4857.0,418.0,3650.0,8082.0,483.0,10103.0,14316.0,144.0,233.0,387.0,87.0,10613.0,3585.0,18196.0,254.0,441.0,0.0,540.0,76.0,645.0,214.0,4749.0,1566.0,2584.0,1848.0,8290.0,316.0,232.0,0.0,677.0,22.0,1607.0,25195.0,514.0,2396.0,3331.0
98373,115,53,WA,13940.0,6940.0,4920.0,1800.0,13170.0,400.0,5090.0,9690.0,810.0,26040.0,130.0,40.0,90.0,2370.0,2920.0,828396.0,2970.0,9145.0,6963.0,0.0,31876.0,50958.0,22404.0,73722.0,0.0,26861.0,32245.0,67644.0,70.0,997.0,1323.0,868.0,299.0,1339.0,219322.0,3739.0,5122.0,291.0,3350.0,7274.0,519.0,10078.0,14551.0,229.0,200.0,722.0,56.0,9294.0,4252.0,17518.0,322.0,126.0,39.0,709.0,131.0,788.0,141.0,5255.0,1640.0,3433.0,2431.0,10524.0,386.0,233.0,17.0,757.0,25.0,1794.0,30965.0,442.0,1171.0,2001.0
98374,237,53,WA,21820.0,9860.0,9010.0,2500.0,20730.0,590.0,7980.0,14870.0,1270.0,43450.0,170.0,40.0,130.0,3470.0,5020.0,1381972.0,7032.0,18340.0,12458.0,35.0,44926.0,99749.0,45483.0,137306.0,20.0,38348.0,60256.0,71700.0,129.0,1034.0,2616.0,1214.0,502.0,2308.0,351633.0,6772.0,8947.0,853.0,6246.0,13308.0,921.0,17880.0,26037.0,450.0,453.0,1212.0,258.0,18739.0,9652.0,18935.0,492.0,486.0,105.0,1247.0,168.0,1322.0,470.0,7716.0,2671.0,5047.0,3569.0,19035.0,686.0,317.0,55.0,1584.0,44.0,2880.0,50536.0,590.0,2512.0,3576.0
98375,107,53,WA,14560.0,6470.0,5860.0,1920.0,13800.0,360.0,5200.0,10450.0,870.0,29770.0,120.0,60.0,60.0,2570.0,2540.0,882468.0,1717.0,5536.0,3679.0,0.0,27405.0,32919.0,16145.0,72966.0,0.0,28820.0,27779.0,27371.0,77.0,0.0,866.0,809.0,419.0,1470.0,239234.0,3246.0,4961.0,542.0,3309.0,6804.0,590.0,9949.0,14300.0,222.0,192.0,1272.0,0.0,8179.0,5390.0,9072.0,217.0,73.0,91.0,821.0,121.0,1111.0,386.0,4654.0,1556.0,3562.0,2501.0,13949.0,451.0,211.0,0.0,1144.0,25.0,2049.0,36198.0,172.0,605.0,968.0
98376,26,53,WA,1010.0,490.0,470.0,50.0,920.0,40.0,380.0,570.0,40.0,1810.0,30.0,0.0,30.0,100.0,480.0,37327.0,609.0,2342.0,1579.0,0.0,3909.0,12396.0,4671.0,11117.0,22.0,2311.0,5211.0,3369.0,0.0,0.0,297.0,0.0,0.0,112.0,17536.0,702.0,299.0,0.0,157.0,425.0,0.0,547.0,597.0,0.0,0.0,0.0,0.0,450.0,0.0,2279.0,0.0,13.0,0.0,17.0,5.0,26.0,0.0,628.0,208.0,285.0,183.0,470.0,0.0,47.0,0.0,0.0,0.0,72.0,2267.0,0.0,255.0,210.0
98377,6,53,WA,800.0,370.0,340.0,70.0,740.0,20.0,310.0,550.0,0.0,1420.0,0.0,0.0,0.0,140.0,310.0,26748.0,111.0,309.0,213.0,0.0,887.0,3498.0,1977.0,6014.0,27.0,1920.0,2848.0,936.0,0.0,0.0,0.0,0.0,0.0,79.0,14101.0,463.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,1.0,0.0,0.0,6.0,38.0,0.0,194.0,0.0,286.0,224.0,433.0,0.0,0.0,0.0,0.0,0.0,91.0,1917.0,0.0,0.0,0.0
98380,35,53,WA,2610.0,1060.0,1370.0,150.0,2410.0,80.0,990.0,1650.0,150.0,5090.0,0.0,0.0,0.0,290.0,980.0,157681.0,1157.0,4632.0,3228.0,0.0,5083.0,21179.0,12098.0,42007.0,0.0,2911.0,11598.0,12596.0,10.0,364.0,536.0,138.0,45.0,328.0,44152.0,1399.0,1642.0,0.0,938.0,1970.0,35.0,2358.0,3588.0,0.0,52.0,0.0,0.0,2598.0,0.0,2569.0,28.0,39.0,0.0,91.0,18.0,133.0,57.0,951.0,236.0,377.0,268.0,1562.0,43.0,45.0,0.0,107.0,0.0,281.0,5701.0,92.0,441.0,824.0
98381,2,53,WA,130.0,70.0,50.0,0.0,130.0,0.0,60.0,80.0,0.0,230.0,0.0,0.0,0.0,30.0,60.0,4848.0,63.0,25.0,0.0,0.0,0.0,303.0,0.0,1232.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2206.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0
98382,296,53,WA,15830.0,7380.0,7350.0,890.0,14500.0,550.0,7800.0,8500.0,540.0,26980.0,350.0,0.0,350.0,1240.0,9190.0,499658.0,13381.0,49143.0,33121.0,66.0,41184.0,231489.0,119417.0,242356.0,122.0,20028.0,120044.0,72012.0,39.0,1628.0,3804.0,2034.0,172.0,2219.0,268508.0,14782.0,14892.0,3294.0,3021.0,6487.0,199.0,8834.0,10503.0,131.0,112.0,245.0,183.0,13666.0,4722.0,19420.0,922.0,842.0,0.0,311.0,105.0,406.0,317.0,6269.0,6222.0,2855.0,2005.0,5628.0,159.0,918.0,39.0,386.0,30.0,1216.0,32968.0,339.0,4940.0,4992.0
98383,138,53,WA,11420.0,5530.0,4870.0,790.0,10640.0,370.0,4060.0,7520.0,850.0,20830.0,110.0,0.0,110.0,1380.0,3590.0,636940.0,5676.0,24528.0,18925.0,26.0,23642.0,117504.0,33867.0,142018.0,0.0,11607.0,42751.0,51299.0,49.0,1706.0,1958.0,975.0,268.0,1295.0,186157.0,5205.0,6769.0,906.0,3107.0,5672.0,155.0,7503.0,10363.0,182.0,187.0,258.0,687.0,10241.0,4352.0,10055.0,195.0,324.0,0.0,556.0,133.0,539.0,133.0,3820.0,1028.0,1646.0,1162.0,6620.0,310.0,169.0,0.0,656.0,0.0,1171.0,24058.0,342.0,3433.0,4627.0
98387,168,53,WA,23730.0,10880.0,8610.0,3680.0,22510.0,630.0,8350.0,17710.0,1280.0,47330.0,230.0,180.0,50.0,5080.0,4720.0,1217597.0,2260.0,5172.0,3432.0,0.0,29346.0,39997.0,19679.0,121935.0,31.0,48070.0,44320.0,24691.0,74.0,362.0,774.0,1045.0,490.0,2184.0,392021.0,5972.0,5761.0,569.0,3900.0,9667.0,604.0,12499.0,17707.0,319.0,279.0,1826.0,0.0,8866.0,8288.0,9872.0,284.0,67.0,75.0,1102.0,284.0,1503.0,364.0,5322.0,2067.0,8247.0,5993.0,23151.0,636.0,267.0,58.0,1950.0,48.0,3418.0,60823.0,92.0,684.0,1249.0
98388,74,53,WA,3430.0,1670.0,1440.0,280.0,3230.0,110.0,1390.0,2110.0,230.0,6200.0,40.0,40.0,0.0,430.0,1200.0,202932.0,1814.0,9954.0,6780.0,0.0,13717.0,34909.0,17771.0,47506.0,0.0,4459.0,18921.0,15062.0,18.0,615.0,583.0,375.0,57.0,426.0,52895.0,1579.0,1949.0,343.0,1448.0,3186.0,159.0,3798.0,4846.0,0.0,66.0,0.0,0.0,4999.0,602.0,2606.0,49.0,92.0,0.0,188.0,32.0,138.0,49.0,1499.0,370.0,672.0,493.0,1849.0,113.0,69.0,0.0,201.0,0.0,355.0,6616.0,192.0,891.0,1673.0
98390,47,53,WA,6280.0,3250.0,2210.0,740.0,5860.0,210.0,2500.0,4170.0,300.0,11320.0,40.0,0.0,40.0,990.0,1660.0,371226.0,2205.0,6838.0,4791.0,0.0,16696.0,47685.0,14816.0,36390.0,0.0,11953.0,18594.0,47842.0,34.0,432.0,919.0,463.0,110.0,596.0,97907.0,2124.0,2969.0,286.0,1512.0,3801.0,184.0,4666.0,6478.0,98.0,101.0,160.0,0.0,4953.0,3151.0,11403.0,156.0,43.0,0.0,240.0,45.0,336.0,122.0,2588.0,789.0,1384.0,973.0,4095.0,122.0,121.0,0.0,290.0,0.0,740.0,12801.0,183.0,1522.0,2189.0
98391,423,53,WA,27480.0,11720.0,12670.0,2650.0,25910.0,840.0,10730.0,17690.0,1740.0,55950.0,110.0,40.0,70.0,3590.0,6490.0,2155378.0,11912.0,42371.0,31707.0,37.0,73023.0,309093.0,83961.0,189563.0,29.0,52911.0,86577.0,238405.0,153.0,2396.0,5221.0,2031.0,566.0,2793.0,429877.0,8199.0,14263.0,2517.0,11486.0,30752.0,1491.0,34614.0,54268.0,1053.0,709.0,1576.0,1066.0,31768.0,15748.0,50579.0,428.0,785.0,153.0,1314.0,165.0,1617.0,538.0,11216.0,2873.0,4532.0,3169.0,22285.0,752.0,508.0,82.0,1921.0,113.0,3707.0,57925.0,1852.0,8013.0,14592.0
